zcta_candidate,county_geoid,county_name,relationship_source,relationship_vintage
30004,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30008,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30009,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30011,13013,Barrow County,Census 2020 ZCTA5 County relationship file,2020
30012,13247,Rockdale County,Census 2020 ZCTA5 County relationship file,2020
30013,13247,Rockdale County,Census 2020 ZCTA5 County relationship file,2020
30014,13217,Newton County,Census 2020 ZCTA5 County relationship file,2020
30016,13217,Newton County,Census 2020 ZCTA5 County relationship file,2020
30017,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30019,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30022,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30024,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30032,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30033,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30034,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30035,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30039,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30040,13117,Forsyth County,Census 2020 ZCTA5 County relationship file,2020
30041,13117,Forsyth County,Census 2020 ZCTA5 County relationship file,2020
30043,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30044,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30046,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30047,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30052,13297,Walton County,Census 2020 ZCTA5 County relationship file,2020
30058,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30060,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30062,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30064,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30066,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30071,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30076,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30078,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30080,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30083,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30084,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30087,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30088,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30092,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30093,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30096,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30101,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30102,13057,Cherokee County,Census 2020 ZCTA5 County relationship file,2020
30103,13015,Bartow County,Census 2020 ZCTA5 County relationship file,2020
30107,13057,Cherokee County,Census 2020 ZCTA5 County relationship file,2020
30108,13045,Carroll County,Census 2020 ZCTA5 County relationship file,2020
30110,13143,Haralson County,Census 2020 ZCTA5 County relationship file,2020
30114,13057,Cherokee County,Census 2020 ZCTA5 County relationship file,2020
30115,13057,Cherokee County,Census 2020 ZCTA5 County relationship file,2020
30117,13045,Carroll County,Census 2020 ZCTA5 County relationship file,2020
30120,13015,Bartow County,Census 2020 ZCTA5 County relationship file,2020
30122,13097,Douglas County,Census 2020 ZCTA5 County relationship file,2020
30125,13233,Polk County,Census 2020 ZCTA5 County relationship file,2020
30126,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30127,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30132,13223,Paulding County,Census 2020 ZCTA5 County relationship file,2020
30134,13097,Douglas County,Census 2020 ZCTA5 County relationship file,2020
30135,13097,Douglas County,Census 2020 ZCTA5 County relationship file,2020
30141,13223,Paulding County,Census 2020 ZCTA5 County relationship file,2020
30143,13227,Pickens County,Census 2020 ZCTA5 County relationship file,2020
30144,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30152,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30153,13233,Polk County,Census 2020 ZCTA5 County relationship file,2020
30157,13223,Paulding County,Census 2020 ZCTA5 County relationship file,2020
30161,13115,Floyd County,Census 2020 ZCTA5 County relationship file,2020
30165,13115,Floyd County,Census 2020 ZCTA5 County relationship file,2020
30168,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30176,13143,Haralson County,Census 2020 ZCTA5 County relationship file,2020
30179,13045,Carroll County,Census 2020 ZCTA5 County relationship file,2020
30180,13045,Carroll County,Census 2020 ZCTA5 County relationship file,2020
30188,13057,Cherokee County,Census 2020 ZCTA5 County relationship file,2020
30204,13171,Lamar County,Census 2020 ZCTA5 County relationship file,2020
30213,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30214,13113,Fayette County,Census 2020 ZCTA5 County relationship file,2020
30215,13113,Fayette County,Census 2020 ZCTA5 County relationship file,2020
30222,13199,Meriwether County,Census 2020 ZCTA5 County relationship file,2020
30223,13255,Spalding County,Census 2020 ZCTA5 County relationship file,2020
30224,13255,Spalding County,Census 2020 ZCTA5 County relationship file,2020
30228,13151,Henry County,Census 2020 ZCTA5 County relationship file,2020
30233,13035,Butts County,Census 2020 ZCTA5 County relationship file,2020
30236,13063,Clayton County,Census 2020 ZCTA5 County relationship file,2020
30240,13285,Troup County,Census 2020 ZCTA5 County relationship file,2020
30241,13285,Troup County,Census 2020 ZCTA5 County relationship file,2020
30248,13151,Henry County,Census 2020 ZCTA5 County relationship file,2020
30250,13063,Clayton County,Census 2020 ZCTA5 County relationship file,2020
30252,13151,Henry County,Census 2020 ZCTA5 County relationship file,2020
30253,13151,Henry County,Census 2020 ZCTA5 County relationship file,2020
30260,13063,Clayton County,Census 2020 ZCTA5 County relationship file,2020
30263,13077,Coweta County,Census 2020 ZCTA5 County relationship file,2020
30265,13077,Coweta County,Census 2020 ZCTA5 County relationship file,2020
30268,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30269,13113,Fayette County,Census 2020 ZCTA5 County relationship file,2020
30273,13063,Clayton County,Census 2020 ZCTA5 County relationship file,2020
30274,13063,Clayton County,Census 2020 ZCTA5 County relationship file,2020
30276,13077,Coweta County,Census 2020 ZCTA5 County relationship file,2020
30277,13077,Coweta County,Census 2020 ZCTA5 County relationship file,2020
30281,13151,Henry County,Census 2020 ZCTA5 County relationship file,2020
30286,13293,Upson County,Census 2020 ZCTA5 County relationship file,2020
30290,13113,Fayette County,Census 2020 ZCTA5 County relationship file,2020
30291,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30294,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30297,13063,Clayton County,Census 2020 ZCTA5 County relationship file,2020
30310,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30311,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30312,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30315,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30316,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30317,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30318,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30319,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30324,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30329,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30331,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30339,13067,Cobb County,Census 2020 ZCTA5 County relationship file,2020
30340,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30341,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30344,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30349,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30350,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30354,13121,Fulton County,Census 2020 ZCTA5 County relationship file,2020
30360,13089,DeKalb County,Census 2020 ZCTA5 County relationship file,2020
30401,13107,Emanuel County,Census 2020 ZCTA5 County relationship file,2020
30417,13109,Evans County,Census 2020 ZCTA5 County relationship file,2020
30427,13267,Tattnall County,Census 2020 ZCTA5 County relationship file,2020
30439,13043,Candler County,Census 2020 ZCTA5 County relationship file,2020
30442,13165,Jenkins County,Census 2020 ZCTA5 County relationship file,2020
30453,13267,Tattnall County,Census 2020 ZCTA5 County relationship file,2020
30458,13031,Bulloch County,Census 2020 ZCTA5 County relationship file,2020
30467,13251,Screven County,Census 2020 ZCTA5 County relationship file,2020
30474,13279,Toombs County,Census 2020 ZCTA5 County relationship file,2020
30501,13139,Hall County,Census 2020 ZCTA5 County relationship file,2020
30504,13139,Hall County,Census 2020 ZCTA5 County relationship file,2020
30507,13139,Hall County,Census 2020 ZCTA5 County relationship file,2020
30512,13291,Union County,Census 2020 ZCTA5 County relationship file,2020
30513,13111,Fannin County,Census 2020 ZCTA5 County relationship file,2020
30517,13157,Jackson County,Census 2020 ZCTA5 County relationship file,2020
30518,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30519,13135,Gwinnett County,Census 2020 ZCTA5 County relationship file,2020
30523,13137,Habersham County,Census 2020 ZCTA5 County relationship file,2020
30525,13241,Rabun County,Census 2020 ZCTA5 County relationship file,2020
30528,13311,White County,Census 2020 ZCTA5 County relationship file,2020
30529,13157,Jackson County,Census 2020 ZCTA5 County relationship file,2020
30531,13137,Habersham County,Census 2020 ZCTA5 County relationship file,2020
30533,13187,Lumpkin County,Census 2020 ZCTA5 County relationship file,2020
30534,13085,Dawson County,Census 2020 ZCTA5 County relationship file,2020
30540,13123,Gilmer County,Census 2020 ZCTA5 County relationship file,2020
30542,13139,Hall County,Census 2020 ZCTA5 County relationship file,2020
30546,13281,Towns County,Census 2020 ZCTA5 County relationship file,2020
30548,13157,Jackson County,Census 2020 ZCTA5 County relationship file,2020
30549,13157,Jackson County,Census 2020 ZCTA5 County relationship file,2020
30553,13119,Franklin County,Census 2020 ZCTA5 County relationship file,2020
30555,13111,Fannin County,Census 2020 ZCTA5 County relationship file,2020
30577,13257,Stephens County,Census 2020 ZCTA5 County relationship file,2020
30601,13059,Clarke County,Census 2020 ZCTA5 County relationship file,2020
30605,13059,Clarke County,Census 2020 ZCTA5 County relationship file,2020
30606,13059,Clarke County,Census 2020 ZCTA5 County relationship file,2020
30620,13013,Barrow County,Census 2020 ZCTA5 County relationship file,2020
30622,13219,Oconee County,Census 2020 ZCTA5 County relationship file,2020
30635,13105,Elbert County,Census 2020 ZCTA5 County relationship file,2020
30642,13133,Greene County,Census 2020 ZCTA5 County relationship file,2020
30643,13147,Hart County,Census 2020 ZCTA5 County relationship file,2020
30650,13211,Morgan County,Census 2020 ZCTA5 County relationship file,2020
30655,13297,Walton County,Census 2020 ZCTA5 County relationship file,2020
30662,13119,Franklin County,Census 2020 ZCTA5 County relationship file,2020
30673,13317,Wilkes County,Census 2020 ZCTA5 County relationship file,2020
30677,13219,Oconee County,Census 2020 ZCTA5 County relationship file,2020
30680,13013,Barrow County,Census 2020 ZCTA5 County relationship file,2020
30701,13129,Gordon County,Census 2020 ZCTA5 County relationship file,2020
30705,13213,Murray County,Census 2020 ZCTA5 County relationship file,2020
30707,13295,Walker County,Census 2020 ZCTA5 County relationship file,2020
30710,13313,Whitfield County,Census 2020 ZCTA5 County relationship file,2020
30720,13313,Whitfield County,Census 2020 ZCTA5 County relationship file,2020
30721,13313,Whitfield County,Census 2020 ZCTA5 County relationship file,2020
30728,13295,Walker County,Census 2020 ZCTA5 County relationship file,2020
30736,13047,Catoosa County,Census 2020 ZCTA5 County relationship file,2020
30742,13047,Catoosa County,Census 2020 ZCTA5 County relationship file,2020
30747,13055,Chattooga County,Census 2020 ZCTA5 County relationship file,2020
30752,13083,Dade County,Census 2020 ZCTA5 County relationship file,2020
30809,13073,Columbia County,Census 2020 ZCTA5 County relationship file,2020
30813,13073,Columbia County,Census 2020 ZCTA5 County relationship file,2020
30815,13245,Richmond County,Census 2020 ZCTA5 County relationship file,2020
30824,13189,McDuffie County,Census 2020 ZCTA5 County relationship file,2020
30830,13033,Burke County,Census 2020 ZCTA5 County relationship file,2020
30833,13163,Jefferson County,Census 2020 ZCTA5 County relationship file,2020
30904,13245,Richmond County,Census 2020 ZCTA5 County relationship file,2020
30906,13245,Richmond County,Census 2020 ZCTA5 County relationship file,2020
30907,13073,Columbia County,Census 2020 ZCTA5 County relationship file,2020
30909,13245,Richmond County,Census 2020 ZCTA5 County relationship file,2020
31005,13153,Houston County,Census 2020 ZCTA5 County relationship file,2020
31008,13225,Peach County,Census 2020 ZCTA5 County relationship file,2020
31014,13023,Bleckley County,Census 2020 ZCTA5 County relationship file,2020
31015,13081,Crisp County,Census 2020 ZCTA5 County relationship file,2020
31021,13175,Laurens County,Census 2020 ZCTA5 County relationship file,2020
31023,13091,Dodge County,Census 2020 ZCTA5 County relationship file,2020
31024,13237,Putnam County,Census 2020 ZCTA5 County relationship file,2020
31029,13207,Monroe County,Census 2020 ZCTA5 County relationship file,2020
31030,13225,Peach County,Census 2020 ZCTA5 County relationship file,2020
31032,13169,Jones County,Census 2020 ZCTA5 County relationship file,2020
31036,13235,Pulaski County,Census 2020 ZCTA5 County relationship file,2020
31055,13271,Telfair County,Census 2020 ZCTA5 County relationship file,2020
31061,13009,Baldwin County,Census 2020 ZCTA5 County relationship file,2020
31063,13193,Macon County,Census 2020 ZCTA5 County relationship file,2020
31069,13153,Houston County,Census 2020 ZCTA5 County relationship file,2020
31076,13269,Taylor County,Census 2020 ZCTA5 County relationship file,2020
31082,13303,Washington County,Census 2020 ZCTA5 County relationship file,2020
31088,13153,Houston County,Census 2020 ZCTA5 County relationship file,2020
31092,13093,Dooly County,Census 2020 ZCTA5 County relationship file,2020
31093,13153,Houston County,Census 2020 ZCTA5 County relationship file,2020
31204,13021,Bibb County,Census 2020 ZCTA5 County relationship file,2020
31206,13021,Bibb County,Census 2020 ZCTA5 County relationship file,2020
31210,13021,Bibb County,Census 2020 ZCTA5 County relationship file,2020
31211,13169,Jones County,Census 2020 ZCTA5 County relationship file,2020
31216,13021,Bibb County,Census 2020 ZCTA5 County relationship file,2020
31220,13021,Bibb County,Census 2020 ZCTA5 County relationship file,2020
31305,13191,McIntosh County,Census 2020 ZCTA5 County relationship file,2020
31313,13179,Liberty County,Census 2020 ZCTA5 County relationship file,2020
31316,13183,Long County,Census 2020 ZCTA5 County relationship file,2020
31320,13179,Liberty County,Census 2020 ZCTA5 County relationship file,2020
31321,13029,Bryan County,Census 2020 ZCTA5 County relationship file,2020
31322,13051,Chatham County,Census 2020 ZCTA5 County relationship file,2020
31324,13029,Bryan County,Census 2020 ZCTA5 County relationship file,2020
31326,13103,Effingham County,Census 2020 ZCTA5 County relationship file,2020
31404,13051,Chatham County,Census 2020 ZCTA5 County relationship file,2020
31405,13051,Chatham County,Census 2020 ZCTA5 County relationship file,2020
31406,13051,Chatham County,Census 2020 ZCTA5 County relationship file,2020
31407,13051,Chatham County,Census 2020 ZCTA5 County relationship file,2020
31408,13051,Chatham County,Census 2020 ZCTA5 County relationship file,2020
31410,13051,Chatham County,Census 2020 ZCTA5 County relationship file,2020
31419,13051,Chatham County,Census 2020 ZCTA5 County relationship file,2020
31501,13299,Ware County,Census 2020 ZCTA5 County relationship file,2020
31510,13005,Bacon County,Census 2020 ZCTA5 County relationship file,2020
31513,13001,Appling County,Census 2020 ZCTA5 County relationship file,2020
31516,13229,Pierce County,Census 2020 ZCTA5 County relationship file,2020
31520,13127,Glynn County,Census 2020 ZCTA5 County relationship file,2020
31523,13127,Glynn County,Census 2020 ZCTA5 County relationship file,2020
31533,13069,Coffee County,Census 2020 ZCTA5 County relationship file,2020
31535,13069,Coffee County,Census 2020 ZCTA5 County relationship file,2020
31537,13049,Charlton County,Census 2020 ZCTA5 County relationship file,2020
31539,13161,Jeff Davis County,Census 2020 ZCTA5 County relationship file,2020
31545,13305,Wayne County,Census 2020 ZCTA5 County relationship file,2020
31548,13039,Camden County,Census 2020 ZCTA5 County relationship file,2020
31558,13039,Camden County,Census 2020 ZCTA5 County relationship file,2020
31601,13185,Lowndes County,Census 2020 ZCTA5 County relationship file,2020
31602,13185,Lowndes County,Census 2020 ZCTA5 County relationship file,2020
31605,13185,Lowndes County,Census 2020 ZCTA5 County relationship file,2020
31620,13075,Cook County,Census 2020 ZCTA5 County relationship file,2020
31632,13185,Lowndes County,Census 2020 ZCTA5 County relationship file,2020
31635,13173,Lanier County,Census 2020 ZCTA5 County relationship file,2020
31636,13101,Echols County,Census 2020 ZCTA5 County relationship file,2020
31639,13019,Berrien County,Census 2020 ZCTA5 County relationship file,2020
31642,13003,Atkinson County,Census 2020 ZCTA5 County relationship file,2020
31643,13027,Brooks County,Census 2020 ZCTA5 County relationship file,2020
31701,13095,Dougherty County,Census 2020 ZCTA5 County relationship file,2020
31705,13095,Dougherty County,Census 2020 ZCTA5 County relationship file,2020
31707,13095,Dougherty County,Census 2020 ZCTA5 County relationship file,2020
31709,13261,Sumter County,Census 2020 ZCTA5 County relationship file,2020
31714,13287,Turner County,Census 2020 ZCTA5 County relationship file,2020
31730,13205,Mitchell County,Census 2020 ZCTA5 County relationship file,2020
31750,13017,Ben Hill County,Census 2020 ZCTA5 County relationship file,2020
31763,13177,Lee County,Census 2020 ZCTA5 County relationship file,2020
31768,13071,Colquitt County,Census 2020 ZCTA5 County relationship file,2020
31774,13155,Irwin County,Census 2020 ZCTA5 County relationship file,2020
31779,13205,Mitchell County,Census 2020 ZCTA5 County relationship file,2020
