brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status
Advance Auto Parts,42d58f10-48a2-4a8f-b499-bc49e87e2df0,Advance Auto Parts,2402 Auburn Way N,Auburn,WA,98002-2421,47.328285217285156,-122.22103118896484,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,00b6ef93-d341-4ac0-bc9c-8dc44bee8aaf,Advance Auto Parts,14307 1st Ave S,Burien,WA,98168-3418,47.47483444213867,-122.33431243896484,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,1bb54277-58e2-4671-b1d3-65836c7a0201,Advance Auto Parts,402 S Main St,Ellensburg,WA,98926-3613,46.98891830444336,-120.54800415039062,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,ab2f33b5-8367-4d68-95e4-6713ef0ee67c,Advance Auto Parts,2202 Everett Ave,Everett,WA,98201-3704,47.981571197509766,-122.19976806640625,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,e2f3b241-099b-4ac9-8084-57497e5a333c,Advance Auto Parts,33530 Pacific Hwy S,Federal Way,WA,98003-6890,47.30118179321289,-122.31269073486328,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,649f3db0-7499-4375-add8-c9eef9fcce21,Advance Auto Parts,105 N Ely St,Kennewick,WA,99336-2941,46.21039962768555,-119.1605224609375,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,4f7e27da-edf6-4fb4-8d7e-ad3b720f16df,Advance Auto Parts,10460 SE 256th St,Kent,WA,98030,47.37301254272461,-122.20026397705078,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,6add6cd2-a4d7-4c67-a2b0-955e744342c1,Advance Auto Parts,7818 S 212th St  Ste A107,Kent,WA,98032-1302,47.4123420715332,-122.23321533203125,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,6a28b73c-b3f8-4ada-a50f-a9aefcde4301,Advance Auto Parts,430 91st Ave NE,Lake Stevens,WA,98258,48.000492095947266,-122.10861206054688,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,02de93aa-2f02-497f-ae91-ab53946e9720,Advance Auto Parts,10620 Pacific Hwy SW,Lakewood,WA,98499-4674,47.16090774536133,-122.48562622070312,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,1c29dbdb-25ba-49be-ab68-9181454ac2cc,Advance Auto Parts,812 Washington Way,Longview,WA,98632,46.14533996582031,-122.92608642578125,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,f0233363-f342-4ca6-8b1d-6a8263902e37,Advance Auto Parts,18327 Highway 99,Lynnwood,WA,98037-4409,47.83207702636719,-122.30485534667969,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,e3194a66-1535-43c3-95f0-c144cb1278a4,Advance Auto Parts,2106 Harrison Ave Nw Ste B11,Olympia,WA,98502-2798,47.04649353027344,-122.92778015136719,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,84a49f43-afcf-4f82-87e8-77cc92924ae6,Advance Auto Parts,6700 Martin Way E,Olympia,WA,98516,47.05156326293945,-122.79324340820312,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,85e15090-8c82-444e-878f-9cf445fa9cf0,Advance Auto Parts,14620 Pacific Ave S,Parkland,WA,98444,47.123565673828125,-122.43486022949219,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,1422ffbe-266d-4a27-9197-8d9bcee0c341,Advance Auto Parts,1325 W Court St,Pasco,WA,99301-4160,46.24200439453125,-119.10688018798828,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,d657d3f9-c5c6-4f19-9ffe-40ec1a7e4e00,Advance Auto Parts,11818 Meridian E,Puyallup,WA,98373-3542,47.14847946166992,-122.29357147216797,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,59522d30-d103-4df2-9b51-a84022656eb0,Advance Auto Parts,9218 Greenwood Ave N,Seattle,WA,98103,47.696781158447266,-122.35491180419922,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,d722ee72-e952-4c6f-8089-cb12ff9ee009,Advance Auto Parts,4505 38th Ave SW,Seattle,WA,98126-2705,47.56258010864258,-122.38033294677734,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,34eb5bfe-c4de-4ae3-a581-a6906fb01ef2,Advance Auto Parts,1033 Avenue D,Snohomish,WA,98290,47.924583435058594,-122.0973129272461,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,6f3309a3-81a2-4ccc-8e2b-d735788b2cff,Advance Auto Parts,110 S Pines Rd,Spokane Valley,WA,99206-5316,47.65561294555664,-117.24032592773438,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,bb4a3f80-b54c-4661-94af-c30bea78e8d5,Advance Auto Parts,4630 E Sprague Ave Ste 1,Spokane Valley,WA,99212,47.6567268371582,-117.34232330322266,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,3be04b0d-0d5a-4465-96bc-fc0267eff3fe,Advance Auto Parts,3735 S Pine St,Tacoma,WA,98409,47.22334289550781,-122.47314453125,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,27a87963-463b-4d68-91a8-16093302b12b,Advance Auto Parts,2507 NE Andresen Rd,Vancouver,WA,98661-7065,45.640228271484375,-122.59961700439453,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,3adb150a-6d4b-461f-baec-150a6fead2ba,Advance Auto Parts,7209 Hwy 99,Vancouver,WA,98665,45.67461395263672,-122.6622543334961,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,dea44b95-6004-4553-8df6-3c376fa90b18,Advance Auto Parts,717 W 1st St,Wapato,WA,98951-1152,46.4476203918457,-120.4289779663086,Overture Places 2026-07-22.0,2026-07-22,open
Advance Auto Parts,e157ace0-e58e-4313-b9aa-bc5087d1158c,Advance Auto Parts,511 S 3rd St,Yakima,WA,98901-3219,46.59581756591797,-120.49915313720703,Overture Places 2026-07-22.0,2026-07-22,open
