brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status
Retail Center,756dee18-5f34-4f53-bc5b-304e0181f787,ALTON CIRCLE CENTER,1721 HOMER M ADAMS PKWY,ALTON,IL,62002,38.91661834716797,-90.16441345214844,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,9ca96edb-b82d-42b9-92c1-915dab8fce05,Abingdon Community Center Abingdon IL,801 W Martin St,Abingdon,IL,61410,40.80226516723633,-90.4113998413086,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,a88f3d41-ddfa-42ac-9d3c-aea6f2762b8f,Care Center Of Abingdon,801 W Martin St,Abingdon,IL,61410,40.80232238769531,-90.41104888916016,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,da794b15-2f3b-4bb8-a718-a81c1b9c3102,Charm Center Beauty Salon,405 S Western Ave,Abingdon,IL,61410-1624,40.797977447509766,-90.40217590332031,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,449cf807-5e45-4440-b3ef-f17e618bff4f,Irv's Car Care Center,526 S Commercial Dr,Abingdon,IL,61410,40.79487991333008,-90.40421295166016,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,dc389fb2-949f-4eab-bf73-b62d370ca57f,Sonar's Car Care Center LLC,526 S Commercial Dr,Abingdon,IL,61410-1604,40.794944763183594,-90.40438842773438,Overture Places 2026-07-22.0,2026-07-22,open
Retail District,948be386-84bd-45bd-ad21-f431121e0c9d,Abingdon Community Unit School District,201 W Lowell St,Abingdon,IL,61410,40.802886962890625,-90.40280151367188,Overture Places 2026-07-22.0,2026-07-22,open
Retail District,2f936e2a-9bb9-4916-bcce-f28f73bd79fe,New Salem Fire Protection District Adair Illinois,402 W Main St,Adair,IL,61411-9434,40.42017364501953,-90.4964828491211,Overture Places 2026-07-22.0,2026-07-22,open
Retail District,3defe0f3-e60a-4297-99ab-07485c513596,Addieville Community Fire Protection District,416 S Middle St,Addieville,IL,62214,38.38872146606445,-89.4847640991211,Overture Places 2026-07-22.0,2026-07-22,open
Retail Village,9ea26f49-9497-49da-8710-1f8b29fdcfdd,Addieville Village Hall,158 S Main St,Addieville,IL,62214,38.392581939697266,-89.48915100097656,Overture Places 2026-07-22.0,2026-07-22,open
Mall,50c9186a-c3d5-45af-815b-f3a5a8c49b26,Mallard Dental Inc,33 N Addison Rd,Addison,IL,60101-3800,41.926334381103516,-87.988525390625,Overture Places 2026-07-22.0,2026-07-22,open
Mall,614e903d-ac93-48a1-a857-d39eff1a1fe5,Small Biz Consultants Inc,1750 W Armitage Ct,Addison,IL,60101-4207,41.91340637207031,-88.0293197631836,Overture Places 2026-07-22.0,2026-07-22,open
Marketplace,eb578082-40c6-44ed-8973-b9ae40c518a7,Brookhaven Marketplace,648 W Lake St,Addison,IL,60101-2286,41.939659118652344,-88.00554656982422,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,ff97ef50-591c-42e2-9cb0-8caecdc33cb2,A Q Dance Center,62 W Lake St,Addison,IL,60101-2764,41.93410110473633,-87.99119567871094,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,041feafc-9729-4b9e-ad8e-a00f45186d72,ABC Repair Center Inc,1740 W Cortland Ct,Addison,IL,60101-4233,41.910682678222656,-88.03031921386719,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,0c976821-820c-4e0f-a10e-0a09d3735522,AQ Dance Center,1099 W Lake St,Addison,IL,60101-2003,41.943111419677734,-88.01534271240234,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,60efe22a-5409-4e38-8639-564b87eeb6fb,ARC Illinois AIM Center,1425 W Jeffrey Dr,Addison,IL,60101,41.91638946533203,-88.02265930175781,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,86a2a2e9-2b97-4cce-b8dd-673da1330cd5,Access Addison Family Health Center,1111 W Lake St,Addison,IL,60101-1101,41.94377899169922,-88.01673889160156,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,00531fcd-5f19-4eea-baea-5bf69023b091,Access Dental Center,276 W Fullerton Ave,Addison,IL,60101-3767,41.9200553894043,-87.99561309814453,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,404d65b9-65d5-45e8-a22f-0d9b99d83bdb,Addison Aquatic Center,120 E Oak St,Addison,IL,60101-2811,41.93370819091797,-87.9852523803711,Overture Places 2026-07-22.0,2026-07-22,open
