brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status
Costco,fe6c43a6-23a0-4083-b1da-cc1487ff554e,Costco,2855 Jordan Ct,Alpharetta,GA,30004-3869,34.09070587158203,-84.27851104736328,Overture Places 2026-07-22.0,2026-07-22,open
Costco,8eb9b669-ef23-4c29-813b-38d306faaa68,Costco,2900 Cumberland Mall SE,Atlanta,GA,30339-8107,33.88101577758789,-84.47076416015625,Overture Places 2026-07-22.0,2026-07-22,open
Costco,f0ea9904-9485-4369-a281-5503c2eafaeb,Costco,4250 S Fulton Pkwy,Atlanta,GA,30349-2587,33.617218017578125,-84.53339385986328,Overture Places 2026-07-22.0,2026-07-22,open
Costco,98ae457b-a99f-4510-a982-8d14f6325c50,Costco,825 Cabela Dr,Augusta,GA,30909-8202,33.5247917175293,-82.02027130126953,Overture Places 2026-07-22.0,2026-07-22,open
Costco,ac5fd6f9-7bd6-4ae3-bcc0-5d1f99d89312,Costco,500 Brookhaven Ave NE,Brookhaven,GA,30319-3291,33.872718811035156,-84.33613586425781,Overture Places 2026-07-22.0,2026-07-22,open
Costco,b8aa431a-92da-4583-9a17-7a24121d3664,Costco Tire Service Center,1550 Mall of Georgia Blvd,Buford,GA,30519,34.06269073486328,-83.99591064453125,Overture Places 2026-07-22.0,2026-07-22,open
Costco,d44e7d08-e9a4-49b1-808e-38b32d43be00,Costco,1550 Mall of Georgia Blvd,Buford,GA,30519-6551,34.0624885559082,-83.99586486816406,Overture Places 2026-07-22.0,2026-07-22,open
Costco,c71abb7b-aee0-407d-bad8-df10a43a128a,Costco,1211 Bald Ridge Marina Rd,Cumming,GA,30041,34.213226318359375,-84.11625671386719,Overture Places 2026-07-22.0,2026-07-22,open
Costco,5943a7c4-26c3-4da8-9e99-a72c94981e24,Costco,1715 Charles Hardy Pkwy,Dallas,GA,30157-3161,33.921287536621094,-84.76387786865234,Overture Places 2026-07-22.0,2026-07-22,open
Costco,cdecebd4-7005-449e-ba32-40be2c5394e5,Costco,3980 Venture Dr,Duluth,GA,30096-5077,33.94754409790039,-84.14337158203125,Overture Places 2026-07-22.0,2026-07-22,open
Costco,592c4cdc-9f83-4eec-8ad8-39f822fde5d4,Costco,645 Ernest W Barrett Pkwy NW,Kennesaw,GA,30144-4922,34.005027770996094,-84.5699462890625,Overture Places 2026-07-22.0,2026-07-22,open
Costco,33c63ad3-ab53-466d-ae5e-69e0f99a83b9,Costco,1700 Mt Zion Rd,Morrow,GA,30260-3014,33.57210922241211,-84.33365631103516,Overture Places 2026-07-22.0,2026-07-22,open
Costco,6500a233-5f90-46d5-93d1-4ada058e6a45,Costco Wholesale,200 Mosaic Cir,Pooler,GA,31322,32.08063888549805,-81.27739715576172,Overture Places 2026-07-22.0,2026-07-22,open
Costco,32e46af8-0181-4c98-bbbe-885ec5ab4ead,Costco,100 Cobb Pkwy,Ringgold,GA,30736-8566,34.96835708618164,-85.19432830810547,Overture Places 2026-07-22.0,2026-07-22,open
Costco,6df2142e-49b1-494c-8f12-6bd0b8a81b93,Costco,6350 Peachtree Dunwoody Rd,Sandy Springs,GA,30328-4568,33.92861557006836,-84.35442352294922,Overture Places 2026-07-22.0,2026-07-22,open
Costco,feb8ebc1-8d54-4f5b-aff4-ab54a47d2bd6,Costco Food Court,40 Fischer Rd,Sharpsburg,GA,30277-2145,33.400856018066406,-84.62085723876953,Overture Places 2026-07-22.0,2026-07-22,open
Costco,a746543c-09f1-4803-9cf9-770008da455f,Costco,113 Lincoln St,Woodstock,GA,30188-7800,34.119869232177734,-84.51571655273438,Overture Places 2026-07-22.0,2026-07-22,open
Sam's Club,aea5767b-5cb7-4943-9682-8075af67892b,Sam's Club,10600 Davis Dr,Alpharetta,GA,30009-4746,34.04294967651367,-84.31519317626953,Overture Places 2026-07-22.0,2026-07-22,open
Sam's Club,6576e8fd-e1ad-47f3-b128-49bc8dc50084,Sam's Danfair Express,1101 S Martin Luther King Jr Blvd,Americus,GA,31719-3465,32.07353210449219,-84.24498748779297,Overture Places 2026-07-22.0,2026-07-22,open
Sam's Club,d20b794c-d5f6-4cb0-8f6a-fb2a5c36478e,Sam's Club,4365 Atlanta Hwy,Athens,GA,30606-0808,33.938568115234375,-83.48713684082031,Overture Places 2026-07-22.0,2026-07-22,open
Sam's Club,293bec98-76da-4e7b-a2b0-23caabc0aeb0,Sam's Club,2901 Clairmont Rd NE,Atlanta,GA,30329-1639,33.84233093261719,-84.31189727783203,Overture Places 2026-07-22.0,2026-07-22,open
Sam's Club,8e99f525-2faa-4cb5-9dfd-5e43f51422eb,Sam's Club,596 Bobby Jones Expy,Augusta,GA,30907-5300,33.50057601928711,-82.0851058959961,Overture Places 2026-07-22.0,2026-07-22,open
Sam's Club,737bef30-4f40-41a9-a5b5-6e78a0f40c30,Sam's Club Floral,10100 Canal Xing,Brunswick,GA,31525-6705,31.231630325317383,-81.49657440185547,Overture Places 2026-07-22.0,2026-07-22,open
