brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status
Retail Center,c07ae8c2-7cc8-4182-9620-0d4f2bf803b8,UPS Customer Center,700 W Leeds Ave,ABSECON,NJ,08201,39.41383361816406,-74.5210189819336,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,ca45e7f7-e169-46d4-968b-64025bee6f1e,Hear Well Center,1130 NJ-34 Ste 2,Aberdeen Township,NJ,07747,40.3967399597168,-74.22527313232422,Overture Places 2026-07-22.0,2026-07-22,open
Mall,4c313302-391b-4382-8284-b5d9947c239e,The Rug Mall,557 S Atlantic Ave,Aberdeen Twp,NJ,07747,40.40272903442383,-74.22875213623047,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,f51908df-f0df-44df-8865-670af9fec1df,Great American Center,17 Blair Rd,Aberdeen Twp,NJ,07747-1242,40.41377639770508,-74.21150970458984,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,06f2e2a7-63f4-4474-89b5-6ebf09188121,Hrt Center Of New Jersey,1208 State Route 34,Aberdeen Twp,NJ,07747-1940,40.392120361328125,-74.22175598144531,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,4f20e0c1-0840-4d97-b8cb-6b4b6ed3478b,Meineke Car Care Center,1148 State Route 34,Aberdeen Twp,NJ,07747-2167,40.39619445800781,-74.22430419921875,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,a0a50b4e-785a-4020-bbc5-864acc7d2fa1,Rejuvenate Center for Medical Aesthetics,1340 State Route 34,Aberdeen Twp,NJ,07747-1947,40.38486099243164,-74.21546936035156,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,b1f541e6-11d5-4c3d-88b3-0208ba67df34,The Tutoring Center,1061 State Route 34,Aberdeen Twp,NJ,07747-2170,40.401039123535156,-74.22750854492188,Overture Places 2026-07-22.0,2026-07-22,open
Retail Village,31b2f80e-68f3-48ae-8b8d-96de1d905adf,Hidden Village Aberdeen,1001 Whispering Way,Aberdeen Twp,NJ,07747-1974,40.38616180419922,-74.21339416503906,Overture Places 2026-07-22.0,2026-07-22,open
Marketplace,22c8f35c-2a94-4240-9ddb-139c38acdf0a,Marketplace of Absecon,674 White Horse Pike,Absecon,NJ,08201,39.435279846191406,-74.51423645019531,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,e6eca5b0-d061-4f3c-b19f-85853123de8b,Absecon Professional Center,707 White Horse Pike,Absecon,NJ,08201-1406,39.43852233886719,-74.51844787597656,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,4419c33c-d62e-4af5-9995-23a8406faef4,Egg Harbor Twp Community Center,350 Spruce St,Absecon,NJ,08201-1726,39.43016052246094,-74.49919128417969,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,b7759ad4-6357-4c43-a318-114c30ad84cd,Fastenal Fulfillment Center,645 S Mill Rd Unit 1,Absecon,NJ,08201,39.42403793334961,-74.52399444580078,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,af177570-9392-465f-880c-f1f0451365a8,Higher Self Hypnosis Center,603 Lazy Ln,Absecon,NJ,08201,39.43159866333008,-74.48139190673828,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,a39ddb5b-ec24-49ef-8556-11c9f5d98ce0,Ideal Tech Center,175 W Absecon Blvd Ste A,Absecon,NJ,08201,39.425392150878906,-74.50251007080078,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,3f57700f-fab0-417c-97c3-eaa693b90291,Kid Academy Learning Center,101 Morton Ave,Absecon,NJ,08201-1454,39.43659591674805,-74.51879119873047,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,a78ba20d-22cf-4b1f-acc2-3eed352668bd,Kumon Math & Reading Center of Absecon,794 White Horse Pike,Absecon,NJ,08201,39.436988830566406,-74.51726531982422,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,c86fc7ca-c13c-4565-a7e4-4c7039b64331,Lion's Blind Center,100 Crestview Ave,Absecon,NJ,08201-9701,39.44036865234375,-74.49864959716797,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,4f94576b-21bc-40a0-beec-0f19bf037d07,McElroy Chiropractic Center LLC,233 W Absecon Blvd,Absecon,NJ,08201,39.42695617675781,-74.50411987304688,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,b4da37db-62c7-47f9-a6e5-4e6483a2e1a5,Planned Parenthood - Absecon Health Center,320 Ohio Ave,Absecon,NJ,08201,39.426326751708984,-74.50611877441406,Overture Places 2026-07-22.0,2026-07-22,open
Retail Plaza,e1f84774-2532-4c76-b296-2aa979eb563d,Absecon Laundromat at Gokul Plaza,209 S New Rd,Absecon,NJ,08201-2511,39.42591857910156,-74.50688171386719,Overture Places 2026-07-22.0,2026-07-22,open
Retail Village,6a70d643-d27e-49a6-ba17-a4d87267ede0,Village Greene at Historic Smitville,615 E Moss Mill Rd,Absecon,NJ,08205,39.49473571777344,-74.4605712890625,Overture Places 2026-07-22.0,2026-07-22,open
Retail Village,2fb924a2-950f-4c9a-b69a-abcc1acf8c7c,Village Medical,108 W Jimmie Leeds Rd,Absecon,NJ,08205,39.47783279418945,-74.54943084716797,Overture Places 2026-07-22.0,2026-07-22,open
Retail Village,c2f0e870-487a-4123-a3e6-6b41cb5116de,Woodland Village,110 E Woodland Ave,Absecon,NJ,08201,39.44137954711914,-74.49551391601562,Overture Places 2026-07-22.0,2026-07-22,open
Retail Village,dafa5a8f-39c6-4cd7-ac0f-75da05632fb6,Village Family Chiro LLC: Fedich James R DC,1510 County Road 517,Allamuchy Township,NJ,07820,40.90491485595703,-74.82372283935547,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,c538305c-4036-42e6-a4c3-7da0558361aa,NeuroHealth Center,1500 County Road 517,Allamuchy Twp,NJ,07840-2717,40.896663665771484,-74.8251953125,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,2ef63a6c-ff48-413e-acef-c56d0347d063,Allendale Rehabilitation & Healthcare Center,85 State Highway 17 South,Allendale,NJ,07401,41.02975845336914,-74.13629150390625,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,fa18663e-f9bc-456b-8918-fdcb8d719cd3,Allendale Town Center,49 W Allendale Ave,Allendale,NJ,07401,41.02943801879883,-74.12863159179688,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,3beba1e1-6217-4e4a-80a7-85c9c7240204,Beltone/21st Century Hearing Aid Center,1 De Mercurio Dr,Allendale,NJ,07401,41.028865814208984,-74.12692260742188,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,01a024e5-4537-42c0-840e-8b2b1d94f909,Community Chiropractic Center,70 W Allendale Ave,Allendale,NJ,07401,41.03069305419922,-74.12830352783203,Overture Places 2026-07-22.0,2026-07-22,open
