brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status
Retail Center,f0f59724-f443-47b1-91dc-fd4480ad96c1,San Diego Varicose Vein Treatment Center,"8851 Center Dr #405",:La Mesa,CA,91942,32.78236389160156,-117.00739288330078,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,89dda1e6-f41c-45a7-a216-8cd8e18c8cde,Auto Mart Collision Center,512 E Vermont Ave,ANAHEIM,CA,92805,33.82396697998047,-117.90431213378906,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,acfba8be-81a5-47ca-a728-18f97653483b,BROOKHURST CENTER,2255 W BALL RD,ANAHEIM,CA,92814-9998,33.818382263183594,-117.9622573852539,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,f6c1f68f-5310-43d5-bb85-14b7858c6db8,UPS Customer Center,1331 S Vernon St,ANAHEIM,CA,92805,33.81448745727539,-117.8951644897461,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,9a526f61-3c80-44f6-a461-d0a93c0dc6cc,UPS Customer Center,6845 Eastside Rd,ANDERSON,CA,96007,40.484474182128906,-122.34918212890625,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,c0a49f35-b57c-4f24-ab29-58b158fa2ed7,UPS Customer Center,2342 Gun Club Rd,ANGELS CAMP,CA,95222,38.05039978027344,-120.52916717529297,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,9ef17894-8520-4f55-baf6-56c02b1d15cc,JEI Learning Center-Arcadia,25 N Santa Anita Ave Ste H,ARCADIA,CA,91006,34.140872955322266,-118.03204345703125,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,d2920d1b-f47e-4187-a055-1b15fb05b130,Central Coast Pathology Patient Service Center,230 Station Way Ste B,ARROYO GRANDE,CA,93420,35.12019348144531,-120.57848358154297,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,73ddc72e-b844-4bef-9316-e71b85853d30,Event-Center,18621 N CA-99,Acampo,CA,95220-9428,38.15095520019531,-121.26388549804688,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,ec7cfddc-3391-43e3-83df-65969347d347,Lodi RV Center,19681 N Highway 99,Acampo,CA,95220-9799,38.16156005859375,-121.2629623413086,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,bb407e0e-179c-411b-a630-1b4689e39288,Skydive Lodi Parachute Center,23597 CA-99,Acampo,CA,95220,38.19981384277344,-121.26373291015625,Overture Places 2026-07-22.0,2026-07-22,open
Retail District,96d832dc-0529-493b-9220-7460d0ff1c9c,Liberty Fire Protection District,24124 N Bruella Rd,Acampo,CA,95220-9620,38.20567321777344,-121.20767211914062,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,f210473a-d644-4ffd-b29d-da48b81dc5c6,All Valley RV Center,1525 Old Sierra Hwy,Acton,CA,93510,34.488258361816406,-118.14061737060547,Overture Places 2026-07-22.0,2026-07-22,open
Retail Center,fdea7c94-975b-4dbc-ada0-1f120e03b508,Green Pastures Youth Center,8237 Soledad Canyon Rd,Acton,CA,93510,34.4390869140625,-118.27699279785156,Overture Places 2026-07-22.0,2026-07-22,open
