facility_id,facility_name,city,state,review_status,semantic_review_status,semantic_review_reason
osm:node:2686109528,$5 Notary,$5 Notary,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:28310638,"United States Post Office (USPS), Davis, California 95616","(), Davis, California 95616",CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:2277866151,Post Office (93727),(93727),CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:358855339,18th Street Station,18th Street Station,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:138533979,A Station,A Station,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:5635969722,A Station Vallejo Post Office,A Station Vallejo,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:11572314224,A+ MailBoxes & More,A+ MailBoxes & More,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:8356284459,ABC Cargo Express,ABC Cargo Express,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:11251863777,AIM Mail Center,AIM Mail Center,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:9121305172,AIM Mail Center,AIM Mail Center,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:13095779918,AIM Sebastopol,AIM Sebastopol,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:269756359,Acampo Post Office,Acampo,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:8604433236,Ad West Mail Center,Ad West Mail Center,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:358821760,Adin Post Office,Adin,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:52640029,Agnew Station Santa Clara Post Office,Agnew Station Santa Clara,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:419118113,Ahwahnee Post Office,Ahwahnee,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:104685721,Airport Station Oakland Post Office,Airport Station Oakland,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:42701506,Alameda Post Office,Alameda,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:9008922875,Alamo Post Office,Alamo,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:210339225,Albany Post Office,Albany,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:12554891707,United States Post Office Albion,Albion,CA,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:988279570,All Service Center,All Service Center,CA,packet_ready,public_postal_anchor_label,public_post_office_label
