stratum,state,run_slug,targets,classification,depth,anchor,semantics,claim_boundary
New England,RI,rhode-island-new-england,rhode-island-new-england-preflight-enriched-targets-2026-08-15.csv,rhode-island-new-england-minimum-stack-classification-2026-08-15.csv,clayville-depth-review-decision-2026-08-15.csv,rhode-island-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Great Plains,SD,south-dakota-great-plains,south-dakota-great-plains-preflight-enriched-targets-2026-08-15.csv,south-dakota-great-plains-minimum-stack-classification-2026-08-15.csv,south-dakota-depth-review-decision-2026-08-16.csv,south-dakota-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Appalachia,WV,west-virginia-appalachia,west-virginia-appalachia-preflight-enriched-targets-2026-08-16.csv,west-virginia-appalachia-minimum-stack-classification-2026-08-16.csv,west-virginia-depth-review-decision-2026-08-16.csv,west-virginia-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Mountain West,WY,wyoming-mountain-west,wyoming-mountain-west-preflight-enriched-targets-2026-08-16.csv,wyoming-mountain-west-minimum-stack-classification-2026-08-16.csv,wyoming-depth-review-decision-2026-08-16.csv,wyoming-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Southwest Borderlands,NM,new-mexico-southwest-borderlands,new-mexico-southwest-borderlands-preflight-enriched-targets-2026-08-16.csv,new-mexico-southwest-borderlands-minimum-stack-classification-2026-08-16.csv,new-mexico-depth-review-decision-2026-08-16.csv,new-mexico-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Island and Remote,HI,hawaii-island-remote,hawaii-island-remote-preflight-enriched-targets-2026-08-16.csv,hawaii-island-remote-minimum-stack-classification-2026-08-16.csv,hawaii-island-remote-depth-candidates-2026-08-16.csv,,hawaii-island-remote-postal-semantics-review-2026-08-16.csv,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Deep South Delta,MS,mississippi-delta,mississippi-delta-preflight-enriched-targets-2026-08-16.csv,mississippi-delta-minimum-stack-classification-2026-08-16.csv,mississippi-delta-depth-review-decision-2026-08-16.csv,mississippi-delta-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Arctic Remote,AK,alaska-arctic-remote,alaska-arctic-remote-preflight-enriched-targets-2026-08-16.csv,alaska-arctic-remote-minimum-stack-classification-2026-08-16.csv,alaska-arctic-remote-depth-review-decision-2026-08-16.csv,alaska-arctic-remote-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
California Interior,CA,california-norcal-interior,california-norcal-interior-preflight-enriched-targets-2026-08-16.csv,california-norcal-interior-minimum-stack-classification-2026-08-16.csv,california-norcal-interior-depth-review-decision-2026-08-16.csv,california-norcal-interior-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
California Interior,CA,california-socal-interior,california-socal-interior-preflight-enriched-targets-2026-08-16.csv,california-socal-interior-minimum-stack-classification-2026-08-16.csv,,,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Borderlands Replication,TX,texas-borderlands,texas-borderlands-preflight-enriched-targets-2026-08-16.csv,texas-borderlands-minimum-stack-classification-2026-08-16.csv,texas-borderlands-depth-review-decision-2026-08-16.csv,texas-borderlands-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
Upper Midwest Lakes,MN,minnesota-upper-midwest,minnesota-upper-midwest-preflight-enriched-targets-2026-08-16.csv,minnesota-upper-midwest-minimum-stack-classification-2026-08-16.csv,minnesota-upper-midwest-depth-review-decision-2026-08-16.csv,minnesota-upper-midwest-current-postal-anchor-review-2026-08-16.csv,,Manifest row for bounded denominator recomputation only; not regional or national frequency.
