target_id,primary_city,state,postal_code_hint,settlement_size_proxy,settlement_proxy_source,settlement_proxy_source_date,settlement_proxy_note,census_geography_level,census_geoid,census_name,census_population
national-post-office-ms-tutwiler-0ca09919c3,Tutwiler,MS,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,2875040,Tutwiler town,2476
national-post-office-ms-bigbee-valley-905a04396f,Bigbee Valley,MS,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,2810390468,District 1,1979
national-post-office-ms-union-church-ea072f6994,Union Church,MS,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,2806390288,District 1,509
national-post-office-ms-wiggins-ca2830aa2a,Wiggins,MS,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,2880160,Wiggins city,4272
national-post-office-ms-phillip-594c315f87,Phillip,MS,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,2813592826,District 4,2312
national-post-office-ms-verona-b144237576,Verona,MS,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,2876560,Verona city,2792
national-post-office-ms-crowder-66d363bf86,Crowder,MS,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,2816940,Crowder town,573
national-post-office-ms-clarksdale-dd861c33cc,Clarksdale,MS,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,2813820,Clarksdale city,14903
national-post-office-ms-ocean-springs-5194ac9e54,Ocean Springs,MS,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,2853520,Ocean Springs city,18429
national-post-office-ms-nitta-yuma-1b0b62daba,Nitta Yuma,MS,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,2812593519,District 5,342
national-post-office-ms-valley-park-c02f8044f8,Valley Park,MS,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,2805590252,District 1,113
national-post-office-ms-heidelberg-c07f8caa16,Heidelberg,MS,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,2831420,Heidelberg town,637
