target_id,primary_city,settlement_size_proxy,seed_facility_id,seed_facility_name,anchor_review_status,observed_current_facility_name,observed_current_facility_address,existing_selected_wave_depth_status,depth_queue_status,required_next_action,claim_boundary
national-post-office-wy-fairview-c3a3697e9e,Fairview,10000_to_49999,osm:way:369613391,Fairview Post Office,current_anchor_confirmed_inside_box,Fairview Post Office,210 Fairview S Fairview WY 83119,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-fort-bridger-8920c21878,Fort Bridger,2500_to_9999,osm:way:560399335,Fort Bridger Post Office,current_anchor_confirmed_inside_box,Fort Bridger Post Office,3730 County Road 219 Fort Bridger WY 82933,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-grover-331d92f06e,Grover,10000_to_49999,osm:node:8309050144,Grover Post Office,current_anchor_confirmed_inside_box,Grover Post Office,89768 US Highway 89 Grover WY 83122,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-hartville-805f814baf,Hartville,under_2500,osm:node:13926365201,Hartville Post Office,current_anchor_confirmed_inside_box,Hartville Post Office,135 Main St Hartville WY 82215,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-hillsdale-wy-82060-0af4b2594d,"Hillsdale, WY 82060",2500_to_9999,osm:way:722732347,"Hillsdale, WY Post Office 82060",current_anchor_confirmed_inside_box,Hillsdale Post Office,1463 Coates Ave Hillsdale WY 82060,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-la-barge-5e857e318b,LA Barge,under_2500,osm:node:12947510587,LA Barge Post Office,current_anchor_confirmed_inside_box,La Barge Post Office,125 N Main St La Barge WY 83123,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-lance-creek-c289a27ccf,Lance Creek,under_2500,osm:way:854581524,Lance Creek Post Office,current_anchor_confirmed_inside_box,Lance Creek Post Office,1805 Highway 270 Lance Creek WY 82222,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-manville-d10b6af109,Manville,under_2500,osm:node:13926350502,Manville Post Office,current_anchor_confirmed_inside_box,Manville Post Office,225 9th Ave Manville WY 82227,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-osage-bcbd9997e3,Osage,2500_to_9999,osm:node:12113274738,Osage Post Office,current_anchor_confirmed_inside_box,Osage Post Office,319 Nefsy Ave Osage WY 82723,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
national-post-office-wy-postal-service-0292d86b85,Postal Service,under_2500,osm:way:1003833978,United States Postal Service,current_anchor_confirmed_inside_box,Pavillion Post Office,224 N Main St Pavillion WY 82523,,depth_review_required,Run alternate-source everyday-service depth review before numerator or estimator treatment.,"Depth queue only; not numerator eligibility, denominator eligibility, or frequency claim."
