target_id,primary_city,facility_type,sidecar_status,packet_ready_rows,observed_facility_names,claim_boundary
national-post-office-wy-airport-fcb22eb890,Airport,gas_convenience,observed,12,Big D; Big D Oil Travel Center; Loaf 'N Jug; Maverik; Moody's Rock Shop,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-alpine-bd2d53e915,Alpine,gas_convenience,observed,2,Chevron; Tienda La Mexicana,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-auburn-0e0a391047,Auburn,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-beulah-02adcbe8f4,Beulah,gas_convenience,observed,1,Stateline Station,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-big-horn-809ef111f7,Big Horn,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-boulder-wy-b9fd25d928,"Boulder, WY",gas_convenience,observed,1,Boulder Store,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-buffalo-main-46c786b9c1,Buffalo Main,gas_convenience,observed,2,Good 2 Go; Sinclair,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-capitol-station-6ac1770321,Capitol Station,gas_convenience,observed,11,Big D; Big D Oil Travel Center; Little America Travel Center; Loaf 'N Jug; Moody's Rock Shop,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-carpenter-wy-f9563226fe,Carpenter WY,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-casper-2e4affc90a,Casper,gas_convenience,observed,4,Big D; Common Cents; Loaf 'N Jug,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-centennial-db8e2c4b6f,Centennial,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-cheyenne-main-42bc384548,Cheyenne Main,gas_convenience,observed,10,Big D; Loaf 'N Jug; Maverik; Moody's Rock Shop,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-devils-tower-2b647cad84,Devils Tower,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-downtown-d843f7ed9b,Downtown,gas_convenience,observed,6,Chevron; Cowboy Gas; Flat Creek Mart; Loaf 'N Jug; Maverik,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fairview-c3a3697e9e,Fairview,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fedex-ship-center-2a4f6d3fd4,FedEx Ship Center,gas_convenience,observed,12,Big D; Big D Oil Travel Center; Little America Travel Center; Loaf 'N Jug; Maverik; Moody's Rock Shop,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fedex-ship-center-aa59f01bf8,FedEx Ship Center,gas_convenience,observed,16,Big D; Big D Kwik Shop; Boondoggles; CBHCO-OP; Common Cents Food Store; Flying J; Good 2 Go; Kwik Shop; Loaf 'N Jug; Maverick; Maverik; Sinclair; Smith's Express,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fedex-ship-center-cffd1b3430,FedEx Ship Center,gas_convenience,observed,2,Pilot; Sinclair,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fort-bridger-8920c21878,Fort Bridger,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-freedom-f474b81b17,Freedom,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-gillette-ea67d0f83b,Gillette,gas_convenience,observed,14,Big D; Big D Kwik Shop; Boondoggles; CBHCO-OP; Common Cents Food Store; Flying J; Good 2 Go; Kwik Shop; Loaf 'N Jug; Maverik; Sinclair; Smith's Express,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-glendo-53a4a63bbd,Glendo,gas_convenience,observed,1,Howard's General Store,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-grant-village-d820af642d,Grant Village,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-grover-331d92f06e,Grover,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-guernsey-bd2c0c26fe,Guernsey,gas_convenience,observed,2,Good 2 Go; Johnston's Corner,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-hartville-805f814baf,Hartville,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-hillsdale-wy-82060-0af4b2594d,"Hillsdale, WY 82060",gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-la-barge-5e857e318b,LA Barge,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lake-outlet-af3d277c4e,Lake Outlet,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lance-creek-c289a27ccf,Lance Creek,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lander-698949382b,Lander,gas_convenience,observed,1,Loaf 'N Jug,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-laramie-23c310eec4,Laramie,gas_convenience,observed,2,Pilot; Sinclair,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lusk-0f27ff42ff,Lusk,gas_convenience,observed,2,Stinker; Yesway,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lyman-1d1e3a25dd,Lyman,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-mail-boxes-etc-3c204459de,Mail Boxes Etc.,gas_convenience,observed,1,Basecamp,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-mail-boxes-etc-9b5c5b7976,Mail Boxes Etc.,gas_convenience,observed,1,Basecamp,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-mammoth-springs-73eb6980b8,Mammoth Springs,gas_convenience,observed,1,Yellowstone General Store,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-manville-d10b6af109,Manville,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-mckinley-01b99ec89a,McKinley,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-meriden-2c2d68f793,Meriden,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-meriden-3054b987cf,Meriden,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-moose-551eaac571,Moose,gas_convenience,observed,1,Dornans Trading Post and Deli,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-moose-fb4a47a95a,Moose,gas_convenience,observed,1,Dornans Trading Post and Deli,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-moosely-mail-52cbd0a071,Moosely Mail,gas_convenience,observed,3,Country Lane Store; Obo's Market & Deli; Pinedale Super Center,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-newcastle-0aeb551b79,Newcastle,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-osage-bcbd9997e3,Osage,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-pinedale-ae0490e7c8,Pinedale,gas_convenience,observed,3,Country Lane Store; Obo's Market & Deli; Pinedale Super Center,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-0292d86b85,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-6f8bed97c6,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-85770420d7,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-921796525a,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-c5bdf32860,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-e23816a429,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-e9a2086c00,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-f33e442d8c,Postal Service,gas_convenience,observed,1,Stinker,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-f809a47e7a,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-f8197738c3,Postal Service,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-powder-river-3c5dfc647e,Powder River,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-ranchester-c4e43d0fee,Ranchester,gas_convenience,observed,1,Buckhorn Iga,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-riverton-40d74fbcbe,Riverton,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-saratoga-3ccdccc3ae,Saratoga,gas_convenience,observed,1,Conoco/Country Store,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-sheridan-567830f9a6,Sheridan,gas_convenience,observed,3,Common Cents; Holiday; Maverik,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-smoot-07fdf6cb68,Smoot,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-the-ups-store-5dd49a85e5,The UPS Store,gas_convenience,observed,4,Big D; Common Cents; Loaf 'N Jug,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-the-ups-store-82a30bac18,The UPS Store,gas_convenience,observed,16,Big D; Big D Kwik Shop; Boondoggles; CBHCO-OP; Common Cents Food Store; Flying J; Good 2 Go; Kwik Shop; Loaf 'N Jug; Maverick; Maverik; Sinclair; Smith's Express,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-the-ups-store-e0d2144187,The UPS Store,gas_convenience,observed,13,Big D; Loaf 'N Jug; Maverik; Moody's Rock Shop,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-the-ups-store-f03488d118,The UPS Store,gas_convenience,observed,2,Pilot; Sinclair,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-thermopolis-a63759f7ea,Thermopolis,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-u-s-ccbdac0652,U.S.,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-u-s-f49751acf0,U.S.,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-0a55e011e9,Unknown,gas_convenience,observed,2,Maverik Adventure's First Stop; Shop,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-386fab779e,Unknown,gas_convenience,observed,1,Maverik,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-4de2fd379e,Unknown,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-4fb443ceaf,Unknown,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-5a1dc5d434,Unknown,gas_convenience,observed,2,Overland Express,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-bf72075f10,Unknown,gas_convenience,observed,2,Riverside Garage & Cabins; Trading Post,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-c725e4aa5e,Unknown,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-e904292fce,Unknown,gas_convenience,observed,1,Flying J Travel Center,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-f155d8dd03,Unknown,gas_convenience,observed,3,Frontier Mart; Smoker Friendly; WTT,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-ffad92b909,Unknown,gas_convenience,observed,6,Alta Convenience; Flying J; Kelly’s Convenience Centers; Maverik; Mr. Als; Sun Mart,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-us-cc5b48a86f,US,gas_convenience,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-us-dubois-wyoming-82513-4f48faf4da,"US , Dubois, Wyoming 82513",gas_convenience,observed,3,Jackalope Travel Stop; Superfood Gas; Welty's General Store,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-us-e0cbd47345,US,gas_convenience,observed,2,Old Faithful Basin General Store; Old Faithful General Store,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-wheatland-2bb0f23466,Wheatland,gas_convenience,observed,2,Maverik; Sinclair Oil,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
